baseline_id,severe_shortfall_threshold,minimum_consecutive_days,recovery_days,training_start_date,training_end_date,training_days,background_episode_count,background_episodes_per_year,raw_threshold_days,raw_threshold_day_fraction,episode_active_days,episode_active_day_fraction,mean_episode_duration_days,median_episode_duration_days
month_weekday_median,0.3,3,5,2019-01-01,2023-12-31,1826,13,2.600302573932092,319,0.1746987951807229,263,0.14403066812705367,20.23076923076923,12.0
month_weekday_median,0.3,3,7,2019-01-01,2023-12-31,1826,9,1.8002094742606791,319,0.1746987951807229,319,0.1746987951807229,35.44444444444444,19.0
month_weekday_median,0.3,5,3,2019-01-01,2023-12-31,1826,6,1.2001396495071195,319,0.1746987951807229,122,0.06681270536692223,20.333333333333332,19.5
month_weekday_median,0.3,5,5,2019-01-01,2023-12-31,1826,5,1.0001163745892663,319,0.1746987951807229,195,0.10679079956188389,39.0,30.0
month_weekday_median,0.3,5,7,2019-01-01,2023-12-31,1826,5,1.0001163745892663,319,0.1746987951807229,275,0.15060240963855423,55.0,46.0
month_weekday_median,0.4,2,3,2019-01-01,2023-12-31,1826,25,5.000581872946331,213,0.11664841182913473,174,0.09529025191675794,6.96,4.0
month_weekday_median,0.4,2,5,2019-01-01,2023-12-31,1826,16,3.200372398685652,213,0.11664841182913473,223,0.1221248630887185,13.9375,6.5
month_weekday_median,0.4,2,7,2019-01-01,2023-12-31,1826,12,2.400279299014239,213,0.11664841182913473,264,0.14457831325301204,22.0,14.5
month_weekday_median,0.4,3,3,2019-01-01,2023-12-31,1826,16,3.200372398685652,213,0.11664841182913473,109,0.059693318729463304,6.8125,4.0
month_weekday_median,0.4,3,5,2019-01-01,2023-12-31,1826,9,1.8002094742606791,213,0.11664841182913473,186,0.10186199342825848,20.666666666666668,13.0
month_weekday_median,0.4,3,7,2019-01-01,2023-12-31,1826,7,1.4001629244249727,213,0.11664841182913473,229,0.1254107338444688,32.714285714285715,28.0
month_weekday_median,0.4,5,3,2019-01-01,2023-12-31,1826,2,0.4000465498357065,213,0.11664841182913473,33,0.018072289156626505,16.5,16.5
month_weekday_median,0.4,5,5,2019-01-01,2023-12-31,1826,2,0.4000465498357065,213,0.11664841182913473,47,0.02573932092004381,23.5,23.5
month_weekday_median,0.4,5,7,2019-01-01,2023-12-31,1826,2,0.4000465498357065,213,0.11664841182913473,84,0.04600219058050383,42.0,42.0
month_weekday_median,0.5,2,3,2019-01-01,2023-12-31,1826,23,4.600535323110624,142,0.07776560788608981,116,0.06352683461117196,5.043478260869565,3.0
month_weekday_median,0.5,2,5,2019-01-01,2023-12-31,1826,15,3.0003491237677986,142,0.07776560788608981,177,0.09693318729463307,11.8,8.0
month_weekday_median,0.5,2,7,2019-01-01,2023-12-31,1826,12,2.400279299014239,142,0.07776560788608981,199,0.10898138006571742,16.583333333333332,13.5
month_weekday_median,0.5,3,3,2019-01-01,2023-12-31,1826,9,1.8002094742606791,142,0.07776560788608981,59,0.03231106243154436,6.555555555555555,4.0
month_weekday_median,0.5,3,5,2019-01-01,2023-12-31,1826,7,1.4001629244249727,142,0.07776560788608981,107,0.05859802847754655,15.285714285714286,21.0
month_weekday_median,0.5,3,7,2019-01-01,2023-12-31,1826,6,1.2001396495071195,142,0.07776560788608981,131,0.07174151150054764,21.833333333333332,22.5
month_weekday_median,0.5,5,3,2019-01-01,2023-12-31,1826,2,0.4000465498357065,142,0.07776560788608981,20,0.01095290251916758,10.0,10.0
month_weekday_median,0.5,5,5,2019-01-01,2023-12-31,1826,2,0.4000465498357065,142,0.07776560788608981,40,0.02190580503833516,20.0,20.0
month_weekday_median,0.5,5,7,2019-01-01,2023-12-31,1826,2,0.4000465498357065,142,0.07776560788608981,57,0.0312157721796276,28.5,28.5
month_weekday_median,0.7,2,3,2019-01-01,2023-12-31,1826,5,1.0001163745892663,36,0.019715224534501644,14,0.007667031763417305,2.8,2.0
month_weekday_median,0.7,2,5,2019-01-01,2023-12-31,1826,4,0.800093099671413,36,0.019715224534501644,17,0.009309967141292442,4.25,2.5
month_weekday_median,0.7,2,7,2019-01-01,2023-12-31,1826,4,0.800093099671413,36,0.019715224534501644,17,0.009309967141292442,4.25,2.5
month_weekday_median,0.7,3,3,2019-01-01,2023-12-31,1826,2,0.4000465498357065,36,0.019715224534501644,8,0.004381161007667032,4.0,4.0
month_weekday_median,0.7,3,5,2019-01-01,2023-12-31,1826,2,0.4000465498357065,36,0.019715224534501644,8,0.004381161007667032,4.0,4.0
month_weekday_median,0.7,3,7,2019-01-01,2023-12-31,1826,2,0.4000465498357065,36,0.019715224534501644,8,0.004381161007667032,4.0,4.0
month_weekday_median,0.7,5,3,2019-01-01,2023-12-31,1826,0,0.0,36,0.019715224534501644,0,0.0,0.0,0.0
month_weekday_median,0.7,5,5,2019-01-01,2023-12-31,1826,0,0.0,36,0.019715224534501644,0,0.0,0.0,0.0
month_weekday_median,0.7,5,7,2019-01-01,2023-12-31,1826,0,0.0,36,0.019715224534501644,0,0.0,0.0,0.0
month_weekday_median,0.9,2,3,2019-01-01,2023-12-31,1826,0,0.0,2,0.001095290251916758,0,0.0,0.0,0.0
month_weekday_median,0.9,2,5,2019-01-01,2023-12-31,1826,0,0.0,2,0.001095290251916758,0,0.0,0.0,0.0
month_weekday_median,0.9,2,7,2019-01-01,2023-12-31,1826,0,0.0,2,0.001095290251916758,0,0.0,0.0,0.0
month_weekday_median,0.9,3,3,2019-01-01,2023-12-31,1826,0,0.0,2,0.001095290251916758,0,0.0,0.0,0.0
month_weekday_median,0.9,3,5,2019-01-01,2023-12-31,1826,0,0.0,2,0.001095290251916758,0,0.0,0.0,0.0
month_weekday_median,0.9,3,7,2019-01-01,2023-12-31,1826,0,0.0,2,0.001095290251916758,0,0.0,0.0,0.0
month_weekday_median,0.9,5,3,2019-01-01,2023-12-31,1826,0,0.0,2,0.001095290251916758,0,0.0,0.0,0.0
month_weekday_median,0.9,5,5,2019-01-01,2023-12-31,1826,0,0.0,2,0.001095290251916758,0,0.0,0.0,0.0
month_weekday_median,0.9,5,7,2019-01-01,2023-12-31,1826,0,0.0,2,0.001095290251916758,0,0.0,0.0,0.0
