episode_cluster_id,phase4_split,dependency_group,source_class,signal_family_id,evidence_date,onset_date,days_from_onset
E045,test,E045,UKMTO_ADVISORY,UKMTO-ADVISORY-034-25,2025-10-07,2025-10-08,-1.0
