metric,target_episode_id,target_value,prior_episode_count,prior_median,prior_maximum,prior_exceedance_count,finite_sample_empirical_tail_probability,target_rank_descending
duration_days,51,193.0,50,4.5,34.0,0,0.0196078431372549,1
severe_days,51,191.0,50,4.0,25.0,0,0.0196078431372549,1
episode_tanker_capacity_loss,51,463594502.87018174,50,4616994.087203618,28545267.0381501,0,0.0196078431372549,1
maximum_shortfall_fraction,51,1.0,50,0.6452551824669244,0.9071761952597196,0,0.0196078431372549,1
