episode_cluster_id,flow_episode_id,phase4_split,dependency_group,source_class,signal_family_id,evidence_date,days_from_onset,active_flow_episode_id,clean_pre_onset_signal,is_update
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-026-2024,2024-02-01,-27.0,,False,False
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-026-2024,2024-02-01,-27.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-027-2024,2024-02-06,-22.0,,False,False
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-027-2024,2024-02-06,-22.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-028-2024,2024-02-06,-22.0,,False,False
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-028-2024,2024-02-06,-22.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-029-2024,2024-02-12,-16.0,,False,False
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-029-2024,2024-02-12,-16.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-029-2024,2024-02-12,-16.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-030-2024,2024-02-15,-13.0,,False,False
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-030-2024,2024-02-15,-13.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-031-2024,2024-02-16,-12.0,,False,False
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-031-2024,2024-02-16,-12.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-032-2024,2024-02-18,-10.0,,False,False
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-032-2024,2024-02-18,-10.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-032-2024,2024-02-19,-9.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-032-2024,2024-02-19,-9.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-032-2024,2024-03-02,3.0,31.0,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-033-2024,2024-02-19,-9.0,,False,False
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-033-2024,2024-02-19,-9.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-033-2024,2024-02-19,-9.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-034-2024,2024-02-19,-9.0,,False,False
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-034-2024,2024-02-19,-9.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-035-2024,2024-02-19,-9.0,,False,False
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-035-2024,2024-02-19,-9.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-037-2024,2024-02-22,-6.0,,False,False
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-037-2024,2024-02-22,-6.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-037-2024,2024-02-22,-6.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-039-2024,2024-02-24,-4.0,,False,False
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-039-2024,2024-02-24,-4.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-042-2024,2024-02-27,-1.0,,False,False
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-042-2024,2024-02-27,-1.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-044-2024,2024-03-04,5.0,,False,False
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-044-2024,2024-03-04,5.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-044-2024,2024-03-04,5.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-044-2024,2024-03-04,5.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-046-2024,2024-03-06,7.0,,False,False
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-046-2024,2024-03-06,7.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-046-2024,2024-03-06,7.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-046-2024,2024-03-06,7.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-047-2024,2024-03-08,9.0,,False,False
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-047-2024,2024-03-08,9.0,,False,True
E031,31,validation,E031,UKMTO_WARNING,UKMTO-INCIDENT-047-2024,2024-03-08,9.0,,False,True
